5x5
J=1.0;h=0.0;kT=2.7
t E M
9375744 100.0 25.0
9376768 100.0 25.0
9377792 100.0 25.0
9378816 100.0 25.0
9379840 84.0 23.0
9380864 100.0 25.0
9381888 100.0 25.0
9382912 84.0 23.0
9383936 100.0 25.0
9384960 100.0 25.0
9385984 100.0 25.0
9387008 100.0 25.0
9388032 100.0 25.0
9389056 100.0 25.0
9390080 100.0 25.0
9391104 84.0 23.0
9392128 100.0 25.0
9393152 100.0 25.0
9394176 100.0 25.0
9395200 100.0 25.0
9396224 76.0 21.0
9397248 100.0 25.0
9398272 100.0 25.0
9399296 84.0 23.0
9400320 100.0 25.0
9401344 84.0 23.0
9402368 84.0 23.0
9403392 100.0 25.0
9404416 100.0 25.0
9405440 100.0 25.0
9406464 100.0 25.0
9407488 100.0 25.0
9408512 100.0 25.0
9409536 100.0 25.0
9410560 100.0 25.0
9411584 100.0 25.0
9412608 100.0 25.0
9413632 100.0 25.0
9414656 100.0 25.0
9415680 84.0 23.0
9416704 100.0 25.0
9417728 100.0 25.0
9418752 100.0 25.0
9419776 100.0 25.0
9420800 100.0 25.0
9421824 100.0 25.0
9422848 100.0 25.0
9423872 100.0 25.0
9424896 100.0 25.0
9425920 100.0 25.0
9426944 100.0 25.0
9427968 100.0 25.0
9428992 100.0 25.0
9430016 100.0 25.0
9431040 100.0 25.0
9432064 100.0 25.0
9433088 100.0 25.0
9434112 100.0 25.0
9435136 100.0 25.0
9436160 100.0 25.0
9437184 100.0 25.0
9438208 100.0 25.0
9439232 100.0 25.0
9440256 84.0 23.0
9441280 100.0 25.0
9442304 100.0 25.0
9443328 100.0 25.0
9444352 100.0 25.0
9445376 100.0 25.0
9446400 100.0 25.0
9447424 100.0 25.0
9448448 100.0 25.0
9449472 100.0 25.0
9450496 100.0 25.0
9451520 100.0 25.0
9452544 100.0 25.0
9453568 100.0 25.0
9454592 100.0 25.0
9455616 100.0 25.0
9456640 100.0 25.0
9457664 100.0 25.0
9458688 100.0 25.0
9459712 100.0 25.0
9460736 100.0 25.0
9461760 100.0 25.0
9462784 100.0 25.0
9463808 100.0 25.0
9464832 100.0 25.0
9465856 100.0 25.0
9466880 100.0 25.0
9467904 100.0 25.0
9468928 100.0 25.0
9469952 100.0 25.0
9470976 100.0 25.0
9472000 100.0 25.0
9473024 100.0 25.0
9474048 84.0 23.0
9475072 100.0 25.0
9476096 100.0 25.0
9477120 84.0 23.0
9478144 100.0 25.0
9479168 100.0 25.0
9480192 100.0 25.0
9481216 100.0 25.0
9482240 100.0 25.0
9483264 100.0 25.0
9484288 100.0 25.0
9485312 100.0 25.0
9486336 100.0 25.0
9487360 100.0 25.0
9488384 100.0 25.0
9489408 100.0 25.0
9490432 84.0 23.0
9491456 100.0 25.0
9492480 100.0 25.0
9493504 100.0 25.0
9494528 100.0 25.0
9495552 100.0 25.0
9496576 84.0 23.0
9497600 100.0 25.0
9498624 100.0 25.0
9499648 100.0 25.0
9500672 100.0 25.0
9501696 100.0 25.0
9502720 100.0 25.0
9503744 100.0 25.0
9504768 100.0 25.0
9505792 100.0 25.0
9506816 100.0 25.0
9507840 100.0 25.0
9508864 100.0 25.0
9509888 68.0 21.0
9510912 100.0 25.0
9511936 100.0 25.0
9512960 100.0 25.0
9513984 100.0 25.0
9515008 100.0 25.0
9516032 100.0 25.0
9517056 100.0 25.0
9518080 100.0 25.0
9519104 100.0 25.0
9520128 100.0 25.0
9521152 100.0 25.0
9522176 100.0 25.0
9523200 100.0 25.0
9524224 100.0 25.0
9525248 100.0 25.0
9526272 100.0 25.0
9527296 100.0 25.0
9528320 100.0 25.0
9529344 100.0 25.0
9530368 100.0 25.0
9531392 100.0 25.0
9532416 100.0 25.0
9533440 100.0 25.0
9534464 100.0 25.0
9535488 100.0 25.0
9536512 100.0 25.0
9537536 84.0 23.0
9538560 100.0 25.0
9539584 100.0 25.0
9540608 100.0 25.0
9541632 100.0 25.0
9542656 100.0 25.0
9543680 100.0 25.0
9544704 100.0 25.0
9545728 100.0 25.0
9546752 100.0 25.0
9547776 100.0 25.0
9548800 100.0 25.0
9549824 100.0 25.0
9550848 100.0 25.0
9551872 100.0 25.0
9552896 100.0 25.0
9553920 100.0 25.0
9554944 100.0 25.0
9555968 100.0 25.0
9556992 100.0 25.0
9558016 100.0 25.0
9559040 100.0 25.0
9560064 100.0 25.0
9561088 100.0 25.0
9562112 100.0 25.0
9563136 100.0 25.0
9564160 100.0 25.0
9565184 84.0 23.0
9566208 84.0 23.0
9567232 100.0 25.0
9568256 100.0 25.0
9569280 100.0 25.0
9570304 100.0 25.0
9571328 100.0 25.0
9572352 100.0 25.0
9573376 100.0 25.0
9574400 100.0 25.0
9575424 100.0 25.0
9576448 100.0 25.0
9577472 100.0 25.0
9578496 100.0 25.0
9579520 100.0 25.0
9580544 100.0 25.0
9581568 100.0 25.0
9582592 100.0 25.0
9583616 100.0 25.0
9584640 100.0 25.0
9585664 84.0 23.0
9586688 100.0 25.0
9587712 100.0 25.0
9588736 100.0 25.0
9589760 100.0 25.0
9590784 100.0 25.0
9591808 76.0 21.0
9592832 100.0 25.0
9593856 100.0 25.0
9594880 100.0 25.0
9595904 100.0 25.0
9596928 100.0 25.0
9597952 100.0 25.0
9598976 100.0 25.0
9600000 100.0 25.0
9601024 100.0 25.0
9602048 100.0 25.0
9603072 100.0 25.0
9604096 100.0 25.0
9605120 100.0 25.0
9606144 100.0 25.0
9607168 100.0 25.0
9608192 84.0 23.0
9609216 100.0 25.0
9610240 100.0 25.0
9611264 100.0 25.0
9612288 100.0 25.0
9613312 100.0 25.0
9614336 100.0 25.0
9615360 100.0 25.0
9616384 100.0 25.0
9617408 100.0 25.0
9618432 100.0 25.0
9619456 100.0 25.0
9620480 100.0 25.0
9621504 100.0 25.0
9622528 100.0 25.0
9623552 100.0 25.0
9624576 100.0 25.0
9625600 76.0 21.0
9626624 100.0 25.0
9627648 100.0 25.0
9628672 100.0 25.0
9629696 100.0 25.0
9630720 100.0 25.0
9631744 100.0 25.0
9632768 100.0 25.0
9633792 100.0 25.0
9634816 100.0 25.0
9635840 100.0 25.0
9636864 100.0 25.0
9637888 100.0 25.0
9638912 100.0 25.0
9639936 100.0 25.0
9640960 100.0 25.0
9641984 100.0 25.0
9643008 100.0 25.0
9644032 100.0 25.0
9645056 100.0 25.0
9646080 84.0 23.0
9647104 100.0 25.0
9648128 100.0 25.0
9649152 100.0 25.0
9650176 100.0 25.0
9651200 100.0 25.0
9652224 100.0 25.0
9653248 100.0 25.0
9654272 100.0 25.0
9655296 100.0 25.0
9656320 100.0 25.0
9657344 100.0 25.0
9658368 100.0 25.0
9659392 100.0 25.0
9660416 100.0 25.0
9661440 100.0 25.0
9662464 100.0 25.0
9663488 100.0 25.0
9664512 100.0 25.0
9665536 100.0 25.0
9666560 100.0 25.0
9667584 100.0 25.0
9668608 100.0 25.0
9669632 100.0 25.0
9670656 84.0 23.0
9671680 100.0 25.0
9672704 100.0 25.0
9673728 100.0 25.0
9674752 100.0 25.0
9675776 84.0 23.0
9676800 100.0 25.0
9677824 100.0 25.0
9678848 100.0 25.0
9679872 100.0 25.0
9680896 100.0 25.0
9681920 100.0 25.0
9682944 100.0 25.0
9683968 100.0 25.0
9684992 100.0 25.0
9686016 100.0 25.0
9687040 100.0 25.0
9688064 100.0 25.0
9689088 100.0 25.0
9690112 100.0 25.0
9691136 100.0 25.0
9692160 100.0 25.0
9693184 100.0 25.0
9694208 100.0 25.0
9695232 100.0 25.0
9696256 100.0 25.0
9697280 100.0 25.0
9698304 100.0 25.0
9699328 100.0 25.0
9700352 100.0 25.0
9701376 100.0 25.0
9702400 100.0 25.0
9703424 100.0 25.0
9704448 100.0 25.0
9705472 100.0 25.0
9706496 100.0 25.0
9707520 100.0 25.0
9708544 76.0 21.0
9709568 100.0 25.0
9710592 100.0 25.0
9711616 100.0 25.0
9712640 100.0 25.0
9713664 100.0 25.0
9714688 100.0 25.0
9715712 100.0 25.0
9716736 100.0 25.0
9717760 100.0 25.0
9718784 100.0 25.0
9719808 100.0 25.0
9720832 100.0 25.0
9721856 100.0 25.0
9722880 100.0 25.0
9723904 100.0 25.0
9724928 100.0 25.0
9725952 100.0 25.0
9726976 100.0 25.0
9728000 100.0 25.0
9729024 100.0 25.0
9730048 100.0 25.0
9731072 100.0 25.0
9732096 100.0 25.0
9733120 100.0 25.0
9734144 100.0 25.0
9735168 100.0 25.0
9736192 100.0 25.0
9737216 100.0 25.0
9738240 100.0 25.0
9739264 100.0 25.0
9740288 84.0 23.0
9741312 100.0 25.0
9742336 100.0 25.0
9743360 100.0 25.0
9744384 100.0 25.0
9745408 100.0 25.0
9746432 100.0 25.0
9747456 100.0 25.0
9748480 100.0 25.0
9749504 100.0 25.0
9750528 100.0 25.0
9751552 100.0 25.0
9752576 100.0 25.0
9753600 100.0 25.0
9754624 100.0 25.0
9755648 100.0 25.0
9756672 100.0 25.0
9757696 100.0 25.0
9758720 100.0 25.0
9759744 100.0 25.0
9760768 100.0 25.0
9761792 100.0 25.0
9762816 84.0 23.0
9763840 100.0 25.0
9764864 100.0 25.0
9765888 100.0 25.0
9766912 100.0 25.0
9767936 100.0 25.0
9768960 84.0 23.0
9769984 84.0 23.0
9771008 100.0 25.0
9772032 100.0 25.0
9773056 100.0 25.0
9774080 84.0 23.0
9775104 100.0 25.0
9776128 100.0 25.0
9777152 84.0 23.0
9778176 100.0 25.0
9779200 100.0 25.0
9780224 100.0 25.0
9781248 100.0 25.0
9782272 100.0 25.0
9783296 100.0 25.0
9784320 100.0 25.0
9785344 84.0 23.0
9786368 100.0 25.0
9787392 100.0 25.0
9788416 100.0 25.0
9789440 100.0 25.0
9790464 100.0 25.0
9791488 100.0 25.0
9792512 100.0 25.0
9793536 100.0 25.0
9794560 100.0 25.0
9795584 100.0 25.0
9796608 100.0 25.0
9797632 100.0 25.0
9798656 100.0 25.0
9799680 100.0 25.0
9800704 100.0 25.0
9801728 100.0 25.0
9802752 100.0 25.0
9803776 100.0 25.0
9804800 100.0 25.0
9805824 100.0 25.0
9806848 100.0 25.0
9807872 76.0 21.0
9808896 100.0 25.0
9809920 100.0 25.0
9810944 100.0 25.0
9811968 100.0 25.0
9812992 100.0 25.0
9814016 100.0 25.0
9815040 84.0 23.0
9816064 100.0 25.0
9817088 100.0 25.0
9818112 100.0 25.0
9819136 100.0 25.0
9820160 100.0 25.0
9821184 100.0 25.0
9822208 100.0 25.0
9823232 100.0 25.0
9824256 100.0 25.0
9825280 100.0 25.0
9826304 100.0 25.0
9827328 84.0 23.0
9828352 100.0 25.0
9829376 100.0 25.0
9830400 100.0 25.0
9831424 100.0 25.0
9832448 100.0 25.0
9833472 100.0 25.0
9834496 100.0 25.0
9835520 100.0 25.0
9836544 100.0 25.0
9837568 100.0 25.0
9838592 100.0 25.0
9839616 100.0 25.0
9840640 100.0 25.0
9841664 100.0 25.0
9842688 84.0 23.0
9843712 100.0 25.0
9844736 100.0 25.0
9845760 100.0 25.0
9846784 100.0 25.0
9847808 100.0 25.0
9848832 100.0 25.0
9849856 100.0 25.0
9850880 100.0 25.0
9851904 100.0 25.0
9852928 100.0 25.0
9853952 100.0 25.0
9854976 100.0 25.0
9856000 100.0 25.0
9857024 84.0 23.0
9858048 100.0 25.0
9859072 100.0 -25.0
9860096 100.0 -25.0
9861120 100.0 -25.0
9862144 100.0 -25.0
9863168 100.0 -25.0
9864192 100.0 -25.0
9865216 100.0 -25.0
9866240 100.0 -25.0
9867264 100.0 -25.0
9868288 100.0 -25.0
9869312 100.0 -25.0
9870336 100.0 -25.0
9871360 100.0 -25.0
9872384 100.0 -25.0
9873408 60.0 -19.0
9874432 100.0 -25.0
9875456 100.0 -25.0
9876480 100.0 -25.0
9877504 100.0 -25.0
9878528 100.0 -25.0
9879552 100.0 -25.0
9880576 100.0 -25.0
9881600 100.0 -25.0
9882624 100.0 -25.0
9883648 100.0 -25.0
9884672 100.0 -25.0
9885696 100.0 -25.0
9886720 100.0 -25.0
9887744 100.0 -25.0
9888768 100.0 -25.0
9889792 100.0 -25.0
9890816 100.0 -25.0
9891840 100.0 -25.0
9892864 100.0 -25.0
9893888 84.0 -23.0
9894912 100.0 -25.0
9895936 100.0 -25.0
9896960 100.0 -25.0
9897984 100.0 -25.0
9899008 100.0 -25.0
9900032 100.0 -25.0
9901056 100.0 -25.0
9902080 100.0 -25.0
9903104 100.0 -25.0
9904128 100.0 -25.0
9905152 100.0 -25.0
9906176 100.0 -25.0
9907200 100.0 -25.0
9908224 100.0 -25.0
9909248 100.0 -25.0
9910272 100.0 -25.0
9911296 100.0 -25.0
9912320 100.0 -25.0
9913344 100.0 -25.0
9914368 100.0 -25.0
9915392 100.0 -25.0
9916416 100.0 -25.0
9917440 100.0 -25.0
9918464 100.0 -25.0
9919488 100.0 -25.0
9920512 100.0 -25.0
9921536 100.0 -25.0
9922560 100.0 -25.0
9923584 84.0 -23.0
9924608 100.0 -25.0
9925632 100.0 -25.0
9926656 100.0 -25.0
9927680 100.0 -25.0
9928704 100.0 -25.0
9929728 100.0 -25.0
9930752 84.0 -23.0
9931776 100.0 -25.0
9932800 100.0 -25.0
9933824 100.0 -25.0
9934848 100.0 -25.0
9935872 100.0 -25.0
9936896 100.0 -25.0
9937920 100.0 -25.0
9938944 100.0 -25.0
9939968 100.0 -25.0
9940992 100.0 -25.0
9942016 100.0 -25.0
9943040 100.0 -25.0
9944064 100.0 -25.0
9945088 100.0 -25.0
9946112 100.0 -25.0
9947136 84.0 -23.0
9948160 100.0 -25.0
9949184 100.0 -25.0
9950208 100.0 -25.0
9951232 100.0 -25.0
9952256 76.0 -21.0
9953280 84.0 -23.0
9954304 100.0 -25.0
9955328 100.0 -25.0
9956352 100.0 -25.0
9957376 100.0 -25.0
9958400 100.0 -25.0
9959424 100.0 -25.0
9960448 100.0 -25.0
9961472 84.0 -23.0
9962496 100.0 -25.0
9963520 100.0 -25.0
9964544 84.0 -23.0
9965568 100.0 -25.0
9966592 100.0 -25.0
9967616 100.0 -25.0
9968640 100.0 -25.0
9969664 100.0 -25.0
9970688 100.0 -25.0
9971712 84.0 -23.0
9972736 100.0 -25.0
9973760 100.0 -25.0
9974784 100.0 -25.0
9975808 100.0 -25.0
9976832 84.0 -23.0
9977856 100.0 -25.0
9978880 100.0 -25.0
9979904 100.0 -25.0
9980928 100.0 -25.0
9981952 84.0 -23.0
9982976 100.0 -25.0
9984000 100.0 -25.0
9985024 100.0 -25.0
9986048 100.0 -25.0
9987072 100.0 -25.0
9988096 100.0 -25.0
9989120 100.0 -25.0
9990144 100.0 -25.0
9991168 84.0 -23.0
9992192 100.0 -25.0
9993216 76.0 -21.0
9994240 100.0 -25.0
9995264 100.0 -25.0
9996288 100.0 -25.0
9997312 84.0 -23.0
9998336 100.0 -25.0
9999360 100.0 -25.0
10000384 100.0 -25.0
10001408 100.0 -25.0
10002432 100.0 -25.0
10003456 100.0 -25.0
10004480 100.0 -25.0
10005504 84.0 -23.0
10006528 100.0 -25.0
10007552 100.0 -25.0
10008576 100.0 -25.0
10009600 84.0 -23.0
10010624 100.0 -25.0
10011648 100.0 -25.0
10012672 100.0 -25.0
10013696 100.0 -25.0
10014720 100.0 -25.0
10015744 100.0 -25.0
10016768 100.0 -25.0
10017792 100.0 -25.0
10018816 100.0 -25.0
10019840 100.0 -25.0
10020864 100.0 -25.0
10021888 100.0 -25.0
10022912 100.0 -25.0
10023936 100.0 -25.0
10024960 100.0 -25.0
10025984 100.0 -25.0
10027008 100.0 -25.0
10028032 100.0 -25.0
10029056 100.0 -25.0
10030080 100.0 -25.0
10031104 100.0 -25.0
10032128 100.0 -25.0
10033152 100.0 -25.0
10034176 100.0 -25.0
10035200 100.0 -25.0
10036224 100.0 -25.0
10037248 100.0 -25.0
10038272 100.0 -25.0
10039296 100.0 -25.0
10040320 100.0 -25.0
10041344 100.0 -25.0
10042368 100.0 -25.0
10043392 100.0 -25.0
10044416 100.0 -25.0
10045440 100.0 -25.0
10046464 100.0 -25.0
10047488 100.0 -25.0
10048512 100.0 -25.0
10049536 84.0 -23.0
10050560 100.0 -25.0
10051584 100.0 -25.0
10052608 100.0 -25.0
10053632 100.0 -25.0
10054656 100.0 -25.0
10055680 100.0 -25.0
10056704 100.0 -25.0
10057728 100.0 -25.0
10058752 100.0 -25.0
10059776 100.0 -25.0
10060800 100.0 -25.0
10061824 100.0 -25.0
10062848 100.0 -25.0
10063872 100.0 -25.0
10064896 100.0 -25.0
10065920 100.0 -25.0
10066944 100.0 -25.0
10067968 100.0 -25.0
10068992 100.0 -25.0
10070016 100.0 -25.0
10071040 100.0 -25.0
10072064 100.0 -25.0
10073088 100.0 -25.0
10074112 100.0 -25.0
10075136 100.0 -25.0
10076160 100.0 -25.0
10077184 100.0 -25.0
10078208 100.0 -25.0
10079232 100.0 -25.0
10080256 100.0 -25.0
10081280 100.0 -25.0
10082304 100.0 -25.0
10083328 84.0 -23.0
10084352 100.0 -25.0
10085376 100.0 -25.0
10086400 100.0 -25.0
10087424 100.0 -25.0
10088448 100.0 -25.0
10089472 84.0 -23.0
10090496 76.0 -21.0
10091520 100.0 -25.0
10092544 100.0 -25.0
10093568 100.0 -25.0
10094592 100.0 -25.0
10095616 100.0 -25.0
10096640 100.0 -25.0
10097664 100.0 -25.0
10098688 100.0 -25.0
10099712 100.0 -25.0
10100736 100.0 -25.0
10101760 100.0 -25.0
10102784 100.0 -25.0
10103808 100.0 -25.0
10104832 100.0 -25.0
10105856 100.0 -25.0
10106880 84.0 -23.0
10107904 100.0 -25.0
10108928 100.0 -25.0
10109952 100.0 -25.0
10110976 100.0 -25.0
10112000 100.0 -25.0
10113024 100.0 -25.0
10114048 84.0 -23.0
10115072 100.0 -25.0
10116096 100.0 -25.0
10117120 100.0 -25.0
10118144 100.0 -25.0
10119168 100.0 -25.0
10120192 100.0 -25.0
10121216 100.0 -25.0
10122240 100.0 -25.0
10123264 100.0 -25.0
10124288 100.0 -25.0
10125312 100.0 -25.0
10126336 100.0 -25.0
10127360 100.0 -25.0
10128384 100.0 -25.0
10129408 100.0 -25.0
10130432 100.0 -25.0
10131456 100.0 -25.0
10132480 100.0 -25.0
10133504 100.0 -25.0
10134528 100.0 -25.0
10135552 100.0 -25.0
10136576 100.0 -25.0
10137600 100.0 -25.0
10138624 100.0 -25.0
10139648 100.0 -25.0
10140672 100.0 -25.0
10141696 100.0 -25.0
10142720 100.0 -25.0
10143744 100.0 -25.0
10144768 100.0 -25.0
10145792 100.0 -25.0
10146816 100.0 -25.0
10147840 100.0 -25.0
10148864 100.0 -25.0
10149888 100.0 -25.0
10150912 100.0 -25.0
10151936 100.0 -25.0
10152960 100.0 -25.0
10153984 100.0 -25.0
10155008 100.0 -25.0
10156032 100.0 -25.0
10157056 100.0 -25.0
10158080 100.0 -25.0
10159104 100.0 -25.0
10160128 84.0 -23.0
10161152 100.0 -25.0
10162176 100.0 -25.0
10163200 100.0 -25.0
10164224 100.0 -25.0
10165248 100.0 -25.0
10166272 100.0 -25.0
10167296 84.0 -23.0
10168320 100.0 -25.0
10169344 100.0 -25.0
10170368 100.0 -25.0
10171392 100.0 -25.0
10172416 100.0 -25.0
10173440 100.0 -25.0
10174464 100.0 -25.0
10175488 76.0 -21.0
10176512 100.0 -25.0
10177536 100.0 -25.0
10178560 100.0 -25.0
10179584 100.0 -25.0
10180608 100.0 -25.0
10181632 100.0 -25.0
10182656 100.0 -25.0
10183680 100.0 -25.0
10184704 100.0 -25.0
10185728 100.0 -25.0
10186752 100.0 -25.0
10187776 100.0 -25.0
10188800 84.0 -23.0
10189824 100.0 -25.0
10190848 100.0 -25.0
10191872 100.0 -25.0
10192896 100.0 -25.0
10193920 100.0 -25.0
10194944 100.0 -25.0
10195968 100.0 -25.0
10196992 100.0 -25.0
10198016 100.0 -25.0
10199040 100.0 -25.0
10200064 100.0 -25.0
10201088 100.0 -25.0
10202112 84.0 -23.0
10203136 100.0 -25.0
10204160 100.0 -25.0
10205184 100.0 -25.0
10206208 100.0 -25.0
10207232 100.0 -25.0
10208256 84.0 -23.0
10209280 100.0 -25.0
10210304 100.0 -25.0
10211328 100.0 -25.0
10212352 100.0 -25.0
10213376 100.0 -25.0
10214400 84.0 -23.0
10215424 100.0 -25.0
10216448 100.0 -25.0
10217472 100.0 -25.0
10218496 100.0 -25.0
10219520 100.0 -25.0
10220544 100.0 -25.0
10221568 100.0 -25.0
10222592 100.0 -25.0
10223616 100.0 -25.0
10224640 100.0 -25.0
10225664 100.0 -25.0
10226688 100.0 -25.0
10227712 100.0 -25.0
10228736 100.0 -25.0
10229760 100.0 -25.0
10230784 100.0 -25.0
10231808 100.0 -25.0
10232832 100.0 -25.0
10233856 100.0 -25.0
10234880 100.0 -25.0
10235904 100.0 -25.0
10236928 100.0 -25.0
10237952 100.0 -25.0
10238976 100.0 -25.0
10240000 100.0 -25.0
10241024 100.0 -25.0
10242048 100.0 -25.0
10243072 100.0 -25.0
10244096 100.0 -25.0
10245120 100.0 -25.0
10246144 100.0 -25.0
10247168 100.0 -25.0
10248192 100.0 -25.0
10249216 100.0 -25.0
10250240 100.0 -25.0
10251264 100.0 -25.0
10252288 100.0 -25.0
10253312 100.0 -25.0
10254336 100.0 -25.0
10255360 100.0 -25.0
10256384 100.0 -25.0
10257408 84.0 -23.0
10258432 100.0 -25.0
10259456 100.0 -25.0
10260480 100.0 -25.0
10261504 100.0 -25.0
10262528 100.0 -25.0
10263552 100.0 -25.0
10264576 84.0 -23.0
10265600 100.0 -25.0
10266624 100.0 -25.0
10267648 100.0 -25.0
10268672 100.0 -25.0
10269696 100.0 -25.0
10270720 100.0 -25.0
10271744 100.0 -25.0
10272768 100.0 -25.0
10273792 100.0 -25.0
10274816 100.0 -25.0
10275840 100.0 -25.0
10276864 100.0 -25.0
10277888 100.0 -25.0
10278912 100.0 -25.0
10279936 100.0 -25.0
10280960 100.0 -25.0
10281984 100.0 -25.0
10283008 100.0 -25.0
10284032 84.0 -23.0
10285056 100.0 -25.0
10286080 84.0 -23.0
10287104 100.0 -25.0
10288128 100.0 -25.0
10289152 100.0 -25.0
10290176 100.0 -25.0
10291200 100.0 -25.0
10292224 100.0 -25.0
10293248 100.0 -25.0
10294272 100.0 -25.0
10295296 100.0 -25.0
10296320 100.0 -25.0
10297344 100.0 -25.0
10298368 100.0 -25.0
10299392 100.0 -25.0
10300416 100.0 -25.0
10301440 100.0 -25.0
10302464 100.0 -25.0
10303488 100.0 -25.0
10304512 100.0 -25.0
10305536 100.0 -25.0
10306560 100.0 -25.0
10307584 100.0 -25.0
10308608 100.0 -25.0
10309632 100.0 -25.0
10310656 100.0 -25.0
10311680 100.0 -25.0
10312704 100.0 -25.0
10313728 100.0 -25.0
10314752 100.0 -25.0
10315776 100.0 -25.0
10316800 100.0 -25.0
10317824 100.0 -25.0
10318848 100.0 -25.0
10319872 100.0 -25.0
10320896 100.0 -25.0
10321920 100.0 -25.0
10322944 100.0 -25.0
10323968 100.0 -25.0
10324992 100.0 -25.0
10326016 100.0 -25.0
10327040 100.0 -25.0
10328064 100.0 -25.0
10329088 100.0 -25.0
10330112 100.0 -25.0
10331136 100.0 -25.0
10332160 100.0 -25.0
10333184 100.0 -25.0
10334208 100.0 -25.0
10335232 100.0 -25.0
10336256 100.0 -25.0
10337280 100.0 -25.0
10338304 100.0 -25.0
10339328 100.0 -25.0
10340352 100.0 -25.0
10341376 100.0 -25.0
10342400 100.0 -25.0
10343424 100.0 -25.0
10344448 100.0 -25.0
10345472 100.0 -25.0
10346496 100.0 -25.0
10347520 100.0 -25.0
10348544 100.0 -25.0
10349568 100.0 -25.0
10350592 100.0 -25.0
10351616 100.0 -25.0
10352640 100.0 -25.0
10353664 100.0 -25.0
10354688 100.0 -25.0
10355712 100.0 -25.0
10356736 100.0 -25.0
10357760 100.0 -25.0
10358784 84.0 -23.0
10359808 100.0 -25.0
10360832 100.0 -25.0
10361856 84.0 -23.0
10362880 100.0 -25.0
10363904 100.0 -25.0
10364928 100.0 -25.0
10365952 100.0 -25.0
10366976 100.0 -25.0
10368000 100.0 -25.0
10369024 100.0 -25.0
10370048 100.0 -25.0
10371072 100.0 -25.0
10372096 100.0 -25.0
10373120 100.0 -25.0
10374144 100.0 -25.0
10375168 84.0 -23.0
10376192 100.0 -25.0
10377216 100.0 -25.0
10378240 100.0 -25.0
10379264 100.0 -25.0
10380288 100.0 -25.0
10381312 100.0 -25.0
10382336 100.0 -25.0
10383360 100.0 -25.0
10384384 100.0 -25.0
10385408 100.0 -25.0
10386432 100.0 -25.0
10387456 100.0 -25.0
10388480 100.0 -25.0
10389504 100.0 -25.0
10390528 100.0 -25.0
10391552 100.0 -25.0
10392576 100.0 -25.0
10393600 100.0 -25.0
10394624 100.0 -25.0
10395648 100.0 -25.0
10396672 84.0 -23.0
10397696 100.0 -25.0
10398720 84.0 -23.0
10399744 100.0 -25.0
10400768 100.0 -25.0
10401792 100.0 -25.0
10402816 100.0 -25.0
10403840 100.0 -25.0
10404864 68.0 -19.0
10405888 100.0 -25.0
10406912 100.0 -25.0
10407936 100.0 -25.0
10408960 100.0 -25.0
10409984 100.0 -25.0
10411008 100.0 -25.0
10412032 100.0 -25.0
10413056 100.0 -25.0
10414080 100.0 -25.0
10415104 100.0 -25.0
10416128 100.0 -25.0
10417152 100.0 -25.0
10418176 100.0 -25.0
10419200 100.0 -25.0
10420224 100.0 -25.0
